AppID,Name,Release date,Estimated owners,Price,Metacritic score,User score,Positive,Negative,Score rank,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags
Marvel's Spider-Man 2,"Jan 30, 2025",0 - 20000,15071,0,0,0,6586,3418,,7872,859,1191,"Insomniac Games,Nixxes Software",PlayStation Publishing LLC,"Single-player,Steam Achievements,Full controller support,Steam Cloud,HDR available,Family Sharing","Action,Adventure","Action,Superhero,Open World,Singleplayer,Adventure,Action-Adventure,LGBTQ+,Third Person,Political,Story Rich,Politics,Comic Book,Atmospheric,Great Soundtrack,Stealth,Controller,Exploration,Beat 'em up,Multiplayer,Beautiful"
Far Cry® 6,"May 11, 2023",100000 - 200000,12534,0,0,0,935,347,,1666,173,296,"Ubisoft Toronto,Ubisoft Montreal,Ubisoft Kyiv,Ubisoft Shanghai,Ubisoft Berlin",Ubisoft,"Single-player,Multi-player,Co-op,Online Co-op,In-App Purchases,Partial Controller Support","Action,Adventure","Action,Open World,Adventure,First-Person,Sandbox,Action-Adventure,Shooter,3D,Exploration,Atmospheric,Survival,Combat,Female Protagonist,Multiplayer,PvE,Online Co-Op,Singleplayer,Crafting,Modern,Violent"
The Callisto Protocol™,"Dec 1, 2022",500000 - 1000000,12523,0,0,0,6137,5900,,13286,172,240,Striking Distance Studios,"KRAFTON, Inc.","Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure","Horror,Survival Horror,Sci-fi,Third-Person Shooter,Space,Shooter,Action-Adventure,PvE,Third Person,3D,Action,Story Rich,Linear,Realistic,Adventure,Robots,Cinematic,Dark,Futuristic,Shoot 'Em Up"
Marvel’s Spider-Man: Miles Morales,"Nov 18, 2022",50000 - 100000,12476,0,0,0,1759,99,,1685,644,644,"Insomniac Games,Nixxes Software",PlayStation PC LLC,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Action,Adventure","Action,Adventure,Open World,Superhero,Singleplayer,Third Person,Exploration,Parkour,Combat,Story Rich,Action-Adventure,Comic Book,Sexual Content,Stealth,Multiplayer,LGBTQ+"
It Takes Two,"Mar 25, 2021",2000000 - 5000000,10627,0,89,0,90731,3749,,81650,932,841,Hazelight,Electronic Arts,"Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play Together","Action,Adventure","Co-op,Multiplayer,Split Screen,Puzzle,Local Co-Op,Adventure,Online Co-Op,Story Rich,Local Multiplayer,Puzzle-Platformer,3D Platformer,Co-op Campaign,Action-Adventure,Platformer,Emotional,Action,Atmospheric,Female Protagonist,Exploration,Minigames"
Dead Island 2,"Apr 22, 2024",0 - 20000,10250,0,0,0,1745,857,,2466,281,378,Dambuster Studios,Deep Silver,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure","Zombies,Gore,Co-op,Action-Adventure,First-Person,Post-apocalyptic,Adventure,Horror,Dark,Action RPG,Crafting,Controller,FPS,Dark Humor,Action,PvE,Character Customization,Combat,Hack and Slash,Survival Horror"
Sonic Frontiers,"Nov 7, 2022",100000 - 200000,10016,0,0,0,5721,331,,5759,905,1091,Sonic Team,SEGA,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure","Adventure,Open World,Action,Great Soundtrack,Exploration,3D Platformer,Action-Adventure,Singleplayer,Third Person,Fast-Paced,3D,Platformer,Lore-Rich,Story Rich,Sexual Content,Combat,Colorful,Fantasy,Action RPG,Comedy"
Call of Duty®: Black Ops III,"Nov 5, 2015",2000000 - 5000000,9629,0,73,0,112104,27418,,76329,3510,1265,"Treyarch,Aspyr (Mac)","Activision,Aspyr (Mac)","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure","Multiplayer,FPS,Zombies,Shooter,Action,First-Person,Singleplayer,Co-op,Futuristic,Illuminati,Hero Shooter,Robots,Sci-fi,Gore,Great Soundtrack,Story Rich,Atmospheric,Quick-Time Events,Parkour,Simulation"
High On Life,"Dec 13, 2022",50000 - 100000,9190,0,0,0,1962,247,,2382,323,460,"Squanch Games, Inc.","Squanch Games, Inc.","Single-player,Steam Achievements,Full controller support","Action,Adventure","FPS,Adventure,Comedy,Action-Adventure,Singleplayer,Action,Sci-fi,Sexual Content,First-Person,Story Rich,Shooter,Dark Humor,Violent,Combat,Gore,Colorful,Open World,Hentai,Nudity,Multiplayer"
Tom Clancy's Ghost Recon® Breakpoint,"Jan 23, 2023",50000 - 100000,9048,0,0,0,864,824,,1932,281,338,Ubisoft Paris,Ubisoft,"Single-player,Multi-player,Co-op,Online Co-op,Partial Controller Support","Action,Adventure","Action,Adventure,Shooter,Third-Person Shooter,Realistic,Multiplayer,Military,Third Person,Singleplayer,Open World,Character Customization,Violent,Gore,Online Co-Op,Stealth,Tactical,Co-op"
Like a Dragon: Ishin!,"Feb 21, 2023",50000 - 100000,7820,0,0,0,1090,201,,1161,238,301,Ryu Ga Gotoku Studio,SEGA,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure","Action,Adventure,Beat 'em up,Action-Adventure,JRPG,Singleplayer,Hack and Slash,Violent,Sexual Content,Historical,Nudity,Story Rich,Gore,Great Soundtrack,Funny,Action RPG,Open World,Comedy,Minigames"
Ratchet & Clank: Rift Apart,"Jul 26, 2023",50000 - 100000,7552,0,0,0,2301,422,,1767,22,22,"Insomniac Games,Nixxes Software",PlayStation PC LLC,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure","3D Platformer,Adventure,Action-Adventure,Singleplayer,Third Person,Family Friendly,Action,Third-Person Shooter,Sci-fi,Platformer,Funny,Shooter,Female Protagonist,Cute,Open World,Cartoony,Story Rich"
Indiana Jones and the Great Circle,"Dec 8, 2024",100000 - 200000,7422,0,0,0,6899,622,,4867,0,0,MachineGames,Bethesda Softworks,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,HDR available,Family Sharing","Action,Adventure","Action-Adventure,First-Person,Puzzle,Story Rich,Singleplayer,Adventure,Exploration,Historical,Stealth,Action,World War II,Investigation,Open World,3D Platformer,3D,Platformer,Realistic,Political,Immersive Sim,Politics"
Sekiro™: Shadows Die Twice - GOTY Edition,"Mar 21, 2019",5000000 - 10000000,6168,0,88,0,179498,9339,,134041,2160,1312,FromSoftware,"Activision (Excluding Japan and Asia),FromSoftware (Japan),方块游戏 (Asia)","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV","Action,Adventure","Souls-like,Difficult,Action,Singleplayer,Ninja,Stealth,Adventure,Third Person,Open World,Story Rich,Atmospheric,Violent,Assassin,Dark Fantasy,Hack and Slash,Great Soundtrack,RPG,Gore,Dark,Rhythm"
Assassin's Creed Mirage,"Oct 17, 2024",50000 - 100000,5762,50,0,0,437,163,,806,0,0,Ubisoft Bordeaux,Ubisoft,"Single-player,Steam Achievements,Captions available,Partial Controller Support","Action,Adventure","Action,Adventure,Stealth,Open World,Assassin,Parkour,Action-Adventure,Historical,Third Person,Singleplayer,RPG,Violent,Story Rich,Action RPG,Psychological Horror,LGBTQ+,Politics,Political"
Tomb Raider I-III Remastered Starring Lara Croft,"Feb 13, 2024",50000 - 100000,5326,0,0,0,1852,276,,1971,349,349,"Aspyr,Crystal Dynamics",Aspyr,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure","Action,Action-Adventure,Exploration,Old School,3D,Female Protagonist,Adventure,Singleplayer,Controller,Puzzle,Classic,Remake,Atmospheric,Violent,Great Soundtrack,Difficult,Horror,Story Rich,Platformer"
Watch Dogs®: Legion,"Jan 26, 2023",50000 - 100000,4906,0,0,0,272,232,,750,462,462,Ubisoft Toronto,Ubisoft,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases,Partial Controller Support","Action,Adventure","Action,Adventure,RPG,Shooter,Open World,Action RPG,Cyberpunk,Multiplayer,Co-op,PvP,Sexual Content,Singleplayer,Physics,Nudity,Online Co-Op,Hacking,Violent,Immersive Sim,Action-Adventure,Gore"
Return to Monkey Island,"Sep 19, 2022",100000 - 200000,7883,0,0,0,2667,184,,2834,80,105,Terrible Toybox,Devolver Digital,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Casual","Point & Click,Adventure,Pirates,Comedy,Nostalgia,2D,Funny,Singleplayer,Colorful,Hand-drawn,Drama,Family Friendly,Casual,Story Rich,Linear,1990's,Puzzle,Cartoony,Stylized,Choices Matter"
HENPRI,"Mar 3, 2025",0 - 20000,1508,20,0,0,525,54,,564,0,0,Qruppo,Shiravune,"Single-player,Steam Cloud,Family Sharing","Adventure,Casual","Dark Humor,Visual Novel,Casual,Anime,Romance,Crime,Noir,Survival,Dystopian,Gothic,Cute,Story Rich,Mystery,Adventure,Dark Comedy,Emotional,Atmospheric,Capitalism,2D,Choose Your Own Adventure"
Pentiment,"Nov 14, 2022",20000 - 50000,1140,0,0,0,337,15,,396,583,752,Obsidian Entertainment,Xbox Game Studios,"Single-player,Steam Achievements,Full controller support","Adventure,Casual","Adventure,Historical,Choices Matter,Exploration,Investigation,Stylized,Hand-drawn,Story Rich,Multiple Endings,Interactive Fiction,Mystery,Choose Your Own Adventure,Singleplayer,Detective,Casual,2D,Conspiracy,Controller,Medieval,RPG"
魔女的夜宴,"Jul 21, 2023",0 - 20000,994,0,0,0,491,16,,369,0,0,YUZUSOFT,HIKARI FIELD,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual","Casual,Adventure,Interactive Fiction,Dating Sim,FPS,2D Platformer,Anime,Cartoony,Hentai,Drama,Multiple Endings,Sexual Content,Singleplayer,Visual Novel"
Aonatsu Line,"Dec 2, 2022",0 - 20000,365,0,0,0,0,0,,0,0,0,"GIGA,Entergram",HIKARI FIELD,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual",
恋爱绮谭 不存在的真相,"Oct 28, 2022",0 - 20000,312,0,0,0,209,2,,151,1,1,Never Knows Best,Never Knows Best,Single-player,"Adventure,Casual","Interactive Fiction,Word Game,Visual Novel,Dating Sim,Cute,Text-Based,Romance,Story Rich,Multiple Endings,Casual,Anime,Drama,Mystery,Emotional,Adventure,Singleplayer,Horror"
Senren＊Banka,"Feb 14, 2020",100000 - 200000,280,0,0,0,9632,80,,8781,833,1046,YUZUSOFT,"HIKARI FIELD,NekoNyan Ltd.","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Casual","Casual,Visual Novel,Adventure,Anime,Dating Sim,NSFW,Romance,Cute,Shooter,Story Rich,Multiple Endings,Singleplayer,Great Soundtrack,Choices Matter,First-Person,World War II,Action,Comedy"
Brothers: A Tale of Two Sons Remake,"Feb 28, 2024",0 - 20000,274,0,0,0,90,56,,151,0,0,Avantgarden SRL,505 Games,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Adventure,Casual","Adventure,Casual,Local Co-Op,Action-Adventure,Singleplayer"
A Tower Full of Cats,"May 20, 2024",0 - 20000,169,0,0,0,324,2,,386,0,0,Devcats,Devcats,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Adventure,Casual","Cats,Hidden Object,Puzzle,Point & Click,Creature Collector,Relaxing,Adventure,Story Rich,Collectathon,Historical,Alternate History,Cozy,Wholesome,Minimalist,Cute,Time Travel,Hand-drawn,Casual,Colorful,Family Friendly"
Horny Warp: Hentai Fantasy,"Feb 17, 2023",0 - 20000,162,0,0,0,0,0,,0,0,0,IlluminatiGames,IlluminatiGames,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual",
The Oregon Trail,"Nov 14, 2022",0 - 20000,148,0,0,0,45,19,,0,0,0,Gameloft,Gameloft,"Single-player,Steam Achievements,Full controller support","Adventure,Casual","Adventure,Pixel Graphics,Historical,Action-Adventure,2D,Choose Your Own Adventure,Exploration,Colorful,Stylized,Third Person,1990's,Nature,Old School,Tactical,Western,Crafting,Inventory Management,Resource Management,Story Rich,Trading"
Tsuki ni Yorisou Otome no Sahou,"Jun 17, 2022",0 - 20000,144,0,0,0,977,16,,686,553,553,Navel,HIKARI FIELD,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual","Visual Novel,Word Game,Story Rich,Casual,Cartoon,Female Protagonist,Adventure,Interactive Fiction,Anime,2D Platformer,Cartoony,Cute,LGBTQ+,Drama,Sexual Content,Comedy,Multiple Endings,Singleplayer,Nudity,Hentai"
Bratz™: Flaunt your fashion,"Nov 4, 2022",0 - 20000,143,0,0,0,36,8,,0,0,0,Petoons Studio,Outright Games Ltd.,"Single-player,Steam Achievements,Full controller support","Adventure,Casual","Casual,Character Customization,Exploration,Adventure,Simulation,Family Friendly,Psychological Horror,Cartoon,Singleplayer,Minigames,Horror,Souls-like,Cute,Female Protagonist,Sexual Content"
Operation: Tango,"Jun 1, 2021",200000 - 500000,140,0,0,0,3981,467,,3900,249,257,Clever Plays,Clever Plays,"Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual","Online Co-Op,Co-op Campaign,Puzzle,Hacking,Adventure,Casual,Female Protagonist,Family Friendly,Detective,Cyberpunk,Futuristic,3D,First-Person,Stylized,Colorful,Heist,Co-op,Action-Adventure,Investigation,Multiplayer"
Nancy Drew®: Mystery of the Seven Keys™,"Jun 20, 2024",50000 - 100000,128,0,0,0,2,2,,0,0,0,HeR Interactive,HeR Interactive,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual","Mystery,Puzzle,Detective,Point & Click,Investigation,Female Protagonist,Adventure,Exploration,Casual,Singleplayer,3D,First-Person,Atmospheric,Realistic,Conspiracy,Logic,Conversation,Story Rich,Hacking,Based On A Novel"
Mystic Saga,"Jan 27, 2016",100000 - 200000,128,0,0,0,130,87,,107,309,336,FIVE-BN GAMES,8Floor,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual","Adventure,Casual,Hidden Object,Point & Click"
"Love, Elections, and Chocolate","Mar 28, 2025",0 - 20000,122,21,0,0,148,14,,0,116,116,sprite,"NekoNyan Ltd.,HIKARI FIELD","Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual","Visual Novel,Romance,Story Rich,Choices Matter,Emotional,Casual,Comedy,Multiple Endings,Colorful,Cute,Funny,Drama,Text-Based,Adventure,Singleplayer,Sexual Content,Anime,2D,Hentai"
Riddle Joker,"Dec 18, 2020",50000 - 100000,113,0,0,0,2851,32,,2473,966,966,YUZUSOFT,"NekoNyan Ltd.,HIKARI FIELD","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Casual","Visual Novel,Sexual Content,Romance,Cute,Casual,Story Rich,Dating Sim,Anime,Choices Matter,Relaxing,Nudity,Conversation,Narration,Fantasy,Atmospheric,Comedy,FPS,Adventure,Mystery,Singleplayer"
Maitetsu:Last Run!!,"Oct 30, 2020",20000 - 50000,113,0,0,0,2066,23,,1826,1062,1447,Lose,HIKARI FIELD,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Casual","Sexual Content,Casual,Visual Novel,Anime,Adventure,Cute,Story Rich,Nudity,Singleplayer,Text-Based,FPS,Mature,Hentai,World War II,Trains,Dating Sim,NSFW"
Café Stella and the Reaper's Butterflies,"Mar 25, 2022",50000 - 100000,101,0,0,0,1417,26,,1097,764,1054,YUZUSOFT,"NekoNyan Ltd.,HIKARI FIELD","Single-player,Steam Achievements,Steam Cloud","Adventure,Casual","Visual Novel,Romance,Choices Matter,Story Rich,Multiple Endings,Sexual Content,Mystery,2D,Cute,Casual,Funny,Anime,Relaxing,Colorful,Nudity,Comedy,Emotional,Adventure,FPS,Singleplayer"
Squirreled Away,"Mar 28, 2025",0 - 20000,98,0,0,0,304,26,,284,0,0,Far Seas,Amplifier Studios,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,Casual","Exploration,Third Person,Cute,Relaxing,Funny,Singleplayer,Multiplayer,Open World,Casual,Base-Building,Cartoony,Stylized,Family Friendly,Crafting,Building,Adventure,Nature,Co-op,Inventory Management,Resource Management"
Witch's Garden,"Apr 7, 2023",0 - 20000,92,0,0,0,29,0,,0,0,0,Windmill Oasis,HIKARI FIELD,"Single-player,Steam Achievements,Steam Cloud","Adventure,Casual","Casual,Adventure,Interactive Fiction,Word Game,Visual Novel,2D Platformer,Anime,2D,Drama,Cute,Comedy,Emotional,Funny,Multiple Endings,Singleplayer"
Mojika - Truth Rears Its Ugly Head,"Mar 31, 2025",0 - 20000,91,10,0,0,96,17,,126,0,0,NITRO ORIGIN,JAST,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual","Dark,Visual Novel,Choices Matter,Mystery,Multiple Endings,Replay Value,Story Rich,Choose Your Own Adventure,Dating Sim,Atmospheric,Psychological,Interactive Fiction,Psychological Horror,Cinematic,Supernatural,Hand-drawn,Singleplayer,Anime,Drama,Lore-Rich"
ATRI -My Dear Moments-,"Jun 18, 2020",100000 - 200000,88,0,0,0,8080,107,,7455,874,428,"Frontwing,枕",ANIPLEX.EXE,"Single-player,Steam Trading Cards","Adventure,Casual","Visual Novel,Casual,Adventure,Anime,Story Rich,Cute,Romance,Dating Sim,Multiple Endings,Great Soundtrack,Singleplayer,Sci-fi,Post-apocalyptic,Mature,Hentai,Sexual Content"
A Castle Full of Cats,"Nov 9, 2022",0 - 20000,84,0,0,0,295,4,,302,0,0,Devcats,Devcats,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual","Cats,Hidden Object,Creature Collector,Wholesome,Metroidvania,Puzzle,Minimalist,Point & Click,Cozy,Relaxing,Adventure,Exploration,Vampire,Horror,Casual,Singleplayer,Hand-drawn,Cartoony,Collectathon,Cute"
Operation: Tango - Friend Pass,"Aug 28, 2020",100000 - 200000,83,0,0,0,1072,148,,0,252,282,Clever Plays,Clever Plays,"Multi-player,Co-op,Online Co-op,Full controller support,Steam Cloud","Adventure,Casual","Casual,Co-op Campaign,Adventure,Online Co-Op,Detective,Heist,Hacking,3D,First-Person,Futuristic,Stylized,Puzzle,Free to Play,Action-Adventure,Colorful,Cyberpunk,Family Friendly,Investigation,Female Protagonist,Co-op"
Hatsuyuki Sakura,"Dec 12, 2024",0 - 20000,82,20,0,0,204,7,,105,0,0,SAGA PLANETS,"HIKARI FIELD,NekoNyan Ltd.","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual","Casual,Adventure,Visual Novel,Interactive Fiction,Dating Sim,Anime,2D Platformer,Cute,Drama,Cinematic,Emotional,Story Rich,Romance,Multiple Endings,Singleplayer,Sexual Content"
CLANNAD,"Nov 23, 2015",100000 - 200000,79,0,83,0,6076,86,,5544,2837,2463,VisualArts/Key,Sekai Project,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual","Visual Novel,Anime,Story Rich,Romance,Drama,Great Soundtrack,Multiple Endings,Classic,Singleplayer,Dating Sim,Choices Matter,Cute,Emotional,Atmospheric,Casual,Adventure,Comedy,Family Friendly,2D,Psychological Horror"
GINKA,"Oct 25, 2023",20000 - 50000,76,0,0,0,1671,170,,1778,0,0,Frontwing,"Frontwing USA,Bushiroad Inc.","Single-player,Steam Trading Cards,Steam Cloud","Adventure,Casual","Visual Novel,Anime,Emotional,Adventure,Casual,Story Rich,Romance,Cute,Surreal,Drama,Atmospheric,Mythology,Singleplayer,Linear,Narration,Dating Sim,Great Soundtrack"
Select Oblige,"Nov 8, 2024",0 - 20000,75,0,0,0,258,64,,161,0,0,Madosoft,HIKARI FIELD,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Casual","Casual,Adventure,Dating Sim,Visual Novel,Anime,2D Platformer,Cute,2D,Drama,Comedy,Romance,Emotional,Story Rich,Multiple Endings,Hentai,Sexual Content,Singleplayer,FPS,Nudity"
Sanfu,"Jul 27, 2023",200000 - 500000,11414,0,0,0,7169,1270,,8660,0,0,Shiying Studio,Gamera Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG","RPG,Mystery,Drama,Adventure,2D,Puzzle,Colorful,Hand-drawn,Puzzle-Platformer,Visual Novel,Story Rich,Retro,Fantasy,Emotional,Detective,Atmospheric,Crime,Old School,Investigation,Surreal"
Sea of Stars,"Aug 28, 2023",100000 - 200000,6018,0,88,0,1202,164,,1397,837,837,Sabotage Studio,Sabotage Studio,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG","RPG,Pixel Graphics,Adventure,Turn-Based Combat,Story Rich,JRPG,2D,Turn-Based,Retro,Singleplayer,Fantasy,Comedy,Funny,Lore-Rich,Emotional,Exploration,Colorful,Indie,Female Protagonist,Kickstarter"
The Hungry Lamb: Traveling in the Late Ming Dynasty,"Apr 22, 2024",0 - 20000,2998,0,0,0,2891,218,,3441,0,0,零创游戏(ZerocreationGame),"零创游戏(ZerocreationGame),2P Games","Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Visual Novel,Adventure,Historical,Interactive Fiction,Anime,Story Rich,Multiple Endings,Dating Sim,Dark,Cute,Word Game,RPG,Cooking,Psychological Horror,Romance,Singleplayer,Drama,Casual,Medieval,Mystery"
Yarimono,"Aug 30, 2024",0 - 20000,2303,0,0,0,273,47,,348,0,0,にゅう工房,072 Project,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Sexual Content,RPG,Creature Collector,Turn-Based Strategy,JRPG,Hentai,Anime,Cute,Adventure,Nudity,Mature,Turn-Based Combat,Lore-Rich,Story Rich,Indie,Fantasy,Singleplayer,Drama,Sci-fi,Atmospheric"
镇邪,"Nov 4, 2022",0 - 20000,1472,0,0,0,158,32,,254,0,0,灵煦工作室,INDIECN,"Single-player,Steam Achievements,Steam Cloud","Adventure,Indie,RPG","Adventure,RPG,Mystery,Puzzle,Horror,Singleplayer,Indie"
OMORI,"Dec 25, 2020",500000 - 1000000,1263,0,87,0,42173,755,,38674,1217,1165,"OMOCAT, LLC","OMOCAT, LLC","Single-player,Steam Achievements,Full controller support,Remote Play on Phone,Remote Play on Tablet","Adventure,Indie,RPG","Psychological Horror,Story Rich,Indie,Pixel Graphics,Great Soundtrack,RPG,Hand-drawn,Multiple Endings,RPGMaker,Horror,Colorful,Turn-Based,2D,Atmospheric,Party-Based RPG,Exploration,JRPG,Anime,Stylized,Fantasy"
Murders on the Yangtze River,"Jan 30, 2024",20000 - 50000,1155,0,0,0,694,20,,944,0,0,OMEGAMES STUDIO,OMEGAMES STUDIO,"Single-player,Full controller support","Adventure,Indie,RPG","Adventure,Indie,Puzzle,Detective,Story Rich,Exploration,Puzzle-Platformer,Drama,Mystery,Investigation,Logic,Lore-Rich,Historical,RPG,Singleplayer,Text-Based,First-Person,Old School,Colorful,2D"
Aurelia,"Dec 17, 2024",0 - 20000,1109,10,0,0,0,0,,263,0,0,MirthalGames,Critical Bliss,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
咸鱼殿下 / My journey,"Feb 28, 2025",0 - 20000,1035,12,0,0,341,41,,487,0,0,大聪明工作室,恭迎皇子驾到工作室,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie,RPG","RPG,Indie,Story Rich,FMV,Cinematic,First-Person,Lore-Rich,Dating Sim,Interactive Fiction,Adventure,Multiple Endings,Visual Novel,Immersive Sim,CRPG,Drama,Historical,Emotional,Choices Matter,Singleplayer"
Robin Hood - Sherwood Builders,"Feb 29, 2024",50000 - 100000,977,0,0,0,125,55,,245,0,0,MeanAstronauts,PlayWay S.A.,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Adventure,Indie,RPG","Exploration,Medieval,RPG,Open World,Adventure,Base-Building,3D,Singleplayer,Building,Management,Atmospheric,Crafting,Action RPG,Realistic,Action-Adventure,Nonlinear,Third Person,Archery,Survival,Nature"
Touhou Genso Wanderer -FORESIGHT-,"May 14, 2024",0 - 20000,872,0,0,0,88,69,,160,0,0,"AQUASTYLE,ankaa studio",Phoenixx Inc.,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie,RPG","RPG,Mystery Dungeon,Adventure,Rogue-like,Rogue-lite,Female Protagonist,2D,Anime,Faith,Cute,Indie,Violent,Singleplayer"
FAIRY TAIL: DUNGEONS,"Aug 26, 2024",0 - 20000,554,0,0,0,241,18,,262,0,0,ginolabo,Kodansha,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie,RPG","Roguelike Deckbuilder,Rogue-lite,Turn-Based,Replay Value,Indie,Card Game,2D,Rogue-like,Deckbuilding,Pixel Graphics,Singleplayer,RPG,Fantasy,Adventure,Magic,Anime,Strategy"
Moonstone Island,"Sep 20, 2023",0 - 20000,499,0,81,0,1628,218,,1631,2281,2339,Studio Supersoft,Raw Fury,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG","Simulation,Agriculture,RPG,Relaxing,Fantasy,Creature Collector,Action-Adventure,Farming Sim,Life Sim,Sandbox,Pixel Graphics,Cute,Building,2D,Cooking,Dating Sim,Fishing,Crafting,Adventure,Exploration"
Magical Girl Konoha,"Mar 7, 2025",0 - 20000,466,20,0,0,47,7,,0,0,0,BLACK PANDA,OTAKU Plan,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Sexual Content,Nudity,JRPG,Open World,Adventure,RPG,Anime,Dungeon Crawler,Fantasy,Turn-Based Combat,Female Protagonist,Multiple Endings,Cute,Singleplayer,Indie,Funny,Hentai,NSFW,RPGMaker,Mature"
Mirror,"Apr 19, 2018",2000000 - 5000000,445,0,0,0,80419,2554,,73901,397,301,KAGAMI WORKS,Paradise Project,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Indie,RPG","Sexual Content,Nudity,Hentai,Mature,Anime,NSFW,Match 3,Female Protagonist,Visual Novel,Dating Sim,Singleplayer,RPG,Cute,Story Rich,Puzzle,Adventure,JRPG,Indie,Shooter,Casual"
WitchSpring R,"Sep 25, 2023",100000 - 200000,430,0,0,0,3384,110,,2910,726,790,KIWIWALKS,Pixmain,"Single-player,Full controller support","Adventure,Indie,RPG","Cute,RPG,Story Rich,Female Protagonist,JRPG,Crafting,Exploration,Funny,Anime,Turn-Based Combat,Magic,Singleplayer,Choose Your Own Adventure,3D,Indie,Turn-Based Strategy,Turn-Based,Fantasy,Character Customization,Adventure"
Citizen Sleeper 2: Starward Vector,"Jan 31, 2025",0 - 20000,404,10,86,0,561,40,,602,0,0,Jump Over The Age,Fellow Traveller,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Indie,RPG","RPG,Dice,Cyberpunk,Story Rich,Sci-fi,Narrative,Tabletop,Hand-drawn,Dystopian,Artificial Intelligence,Interactive Fiction,Text-Based,Multiple Endings,Space,Futuristic,Exploration,Atmospheric,Conversation,Indie,Adventure"
